"Core Project Number","ClinicalTrials.gov ID","Study","Study Status",
"P50HL065111","NCT00245219","Understanding Shared Psychobiological Pathways","COMPLETED",
"R01FD002613","NCT00245635","Fluoxetine in Pediatric Body Dysmorphic Disorder","COMPLETED",
"R01HL073696","NCT00246376","Diet, Exercise, Niacin, and Fenofibrate to Reduce Heart Disease Risk Factors in Individuals With HIV Lipodystrophy or Dyslipidemia","COMPLETED",
"R01AA013379","NCT00246441","Paroxetine for Comorbid Social Anxiety Disorder and Alcoholism","COMPLETED",
"R01MH065554","NCT00247637","The Genetic Basis of Inherited Neurologic Deficits in People With Schizophrenia","COMPLETED",
"R01MH065562","NCT00247637","The Genetic Basis of Inherited Neurologic Deficits in People With Schizophrenia","COMPLETED",
"R01MH065571","NCT00247637","The Genetic Basis of Inherited Neurologic Deficits in People With Schizophrenia","COMPLETED",
"R01MH065707","NCT00247637","The Genetic Basis of Inherited Neurologic Deficits in People With Schizophrenia","COMPLETED",
"R01AR052912","NCT00248105","Improving Motivation for Physical Activity in Arthritis Clinical Trial","COMPLETED",
"P30CA022453","NCT00248482","Imatinib Mesylate After Irinotecan and Cisplatin in Treating Patients With Extensive-Stage Small Cell Lung Cancer","COMPLETED",
"R03DK067123","NCT00248573","Mechanisms of Adaptation in Human Short Bowel Syndrome","COMPLETED",
"U01DK072146","NCT00248625","N-acetylcysteine in Non-Acetaminophen Pediatric Acute Liver Failure","COMPLETED",
"K23AA000222","NCT00249379","Study of Acamprosate to Prevent Alcohol Relapse in Criminal Justice Supervisees","TERMINATED",
"R21DA018075","NCT00249678","Behavioral Therapy Development for Methamphetamine Abusers","WITHDRAWN",
"R01DA017296","NCT00249691","Effectiveness of Topiramate in Treating Cocaine Dependent Individuals - 1","UNKNOWN STATUS",
"R01DA019982","NCT00249756","Re-Entry MTC for Offenders With MICA Disorders","COMPLETED",
"R01AG013687","NCT00249925","Project ABLE:Advancing Better Living for Elders","COMPLETED",
"P01HL076611","NCT00252187","Cardiac Hormone Replacement With Brain Natriuretic Peptide (BNP) in Heart Failure","COMPLETED",
"R01HL036634","NCT00252187","Cardiac Hormone Replacement With Brain Natriuretic Peptide (BNP) in Heart Failure","COMPLETED",
"R01HL084155","NCT00252187","Cardiac Hormone Replacement With Brain Natriuretic Peptide (BNP) in Heart Failure","COMPLETED",
"R21DA018075","NCT00252434","Behavioral Therapy Development for Methamphetamine Abuse","TERMINATED",
"U01CA062505","NCT00253630","Vorinostat in Treating Patients With Low-Grade Non-Hodgkin's Lymphoma","COMPLETED",
"P30CA069533","NCT00253643","Fish Oil and Green Tea Extract in Preventing Prostate Cancer in Patients Who Are at Risk for Developing Prostate Cancer","COMPLETED",
"R01HL079533","NCT00253695","Sleep, HIV Disease Progression, and Function in HIV Infected Children and Adolescents","COMPLETED",
"P30CA069533","NCT00253721","Melphalan With BBBD in Treating Patients With Brain Malignancies","TERMINATED",
"R01DA020479","NCT00253890","Insomnia and Drug Relapse Risk","COMPLETED",
"R21HD042659","NCT00254722","Safety of Autologous Stem Cell Treatment for Traumatic Brain Injury in Children","COMPLETED",
"P30CA006973","NCT00255775","Broccoli Sprout Extract in Preventing Lung Cancer in Smokers","COMPLETED",
"U19AI053217","NCT00255840","Evaluation of Two Anti-HIV Treatment Strategies in Resource-Limited South African Communities","COMPLETED",
"K08HS013891","NCT00256568","Outpatient Prescription Errors: Detection, Analysis, and Impact on Safety","COMPLETED",
"R01AG025515","NCT00257712","SMART: Somatotrophics, Memory, and Aging Research Trial","COMPLETED",
"R01AG025525","NCT00257712","SMART: Somatotrophics, Memory, and Aging Research Trial","COMPLETED",
"R37DK051729","NCT00258128","Effect of Salicylate on Glucose Metabolism in Insulin Resistance States","COMPLETED",
"P30CA022453","NCT00258232","Celecoxib, Capecitabine, and Irinotecan in Treating Patients With Recurrent or Metastatic Colorectal Cancer","COMPLETED",
"P30CA022453","NCT00258310","Ph II Study Examining Long Term/Low Dose Xeloda in Head and Neck Squamous Cell Carcinoma After Surgery, Radiation &/or Chemotherapy","COMPLETED",
"R01MH059542","NCT00260182","Genetics of Recurrent Early Onset Major Depression","COMPLETED",
"R01GM042725","NCT00261690","Virtual Reality Pain Control During Burn Wound Care","COMPLETED",
"U18HS011919","NCT00262197","Patient Based Strategy to Reduce Errors in Diabetes Care","COMPLETED",
"R01AA014341","NCT00262223","Combined Treatment for Alcohol-Dependent Individuals With PTSD","COMPLETED",
"UL1TR000445","NCT00262470","Treatment of Orthostatic Intolerance","ACTIVE, NOT RECRUITING",
"U01CA062475","NCT00262730","Radiation Therapy and Temozolomide Followed by Temozolomide and Poly ICLC in Treating Patients With Newly Diagnosed GBM","COMPLETED",
"P30CA015083","NCT00262743","Green Tea Extract in Treating Patients With Stage 0, Stage I, or Stage II Chronic Lymphocytic Leukemia","COMPLETED",
"U10CA027469","NCT00262847","Carboplatin and Paclitaxel With or Without Bevacizumab in Treating Patients With Stage III or Stage IV Ovarian Epithelial, Primary Peritoneal, or Fallopian Tube Cancer","COMPLETED",
"RC1HL099534","NCT00263757","Atrial Fibrillation Recurrence in Sleep Apnea","COMPLETED",
"R01CA078603","NCT00264342","Effectiveness of Using Reduced Nicotine Cigarettes in Men and Women Smokers to Combat Nicotine Addiction","COMPLETED",
"P01CA015396","NCT00265837","Laboratory-Treated Donor Bone Marrow in Treating Patients Who Are Undergoing a Donor Bone Marrow Transplant for Hematologic Cancer","COMPLETED",
"R01DK056746","NCT00265954","Internet Assisted Obesity Treatment","COMPLETED",
"U54RR019482","NCT00266760","Characteristics of Episodic Ataxia Syndrome","UNKNOWN STATUS",
"P30CA043703","NCT00268346","Gefitinib in Treating Patients With Recurrent or Metastatic Esophageal or Gastroesophageal Junction Cancer","COMPLETED",
"U10CA095861","NCT00268528","Study to Assess Compliance With Long-Term Mercaptopurine Treatment in Young Patients With Acute Lymphoblastic Leukemia in Remission","COMPLETED",
"R01MH073640","NCT00270244","Group Interpersonal Psychotherapy for Depressed Adolescents in School-based Clinics","COMPLETED",
"UL1RR031990","NCT00270855","Exercise to Reduce Obesity in Spinal Cord Injury","COMPLETED",
"U10HD041261","NCT00271037","Colpocleisis for Advanced Pelvic Organ Prolapse","COMPLETED",
"U10HD041263","NCT00271037","Colpocleisis for Advanced Pelvic Organ Prolapse","COMPLETED",
